toss,running_p_head
40900,0.697262
41000,0.697293
41100,0.697348
41200,0.697330
41300,0.697458
41400,0.697585
41500,0.697494
41600,0.697548
41700,0.697530
41800,0.697656
41900,0.697470
42000,0.697619
42100,0.697696
42200,0.697630
42300,0.697660
42400,0.697736
42500,0.697741
42600,0.697864
42700,0.698033
42800,0.698037
42900,0.698089
43000,0.698070
43100,0.698051
43200,0.698056
43300,0.698199
43400,0.698065
43500,0.697954
43600,0.697890
43700,0.697803
43800,0.697900
43900,0.698087
44000,0.698182
44100,0.698141
44200,0.698258
44300,0.698262
44400,0.698356
44500,0.698112
44600,0.697937
44700,0.697919
44800,0.697879
44900,0.697884
45000,0.697867
45100,0.697938
45200,0.697942
45300,0.697815
45400,0.697819
45500,0.697802
45600,0.697719
45700,0.697659
45800,0.697707
45900,0.697712
46000,0.697739
46100,0.697766
46200,0.697814
46300,0.697732
46400,0.697651
46500,0.697613
46600,0.697618
46700,0.697495
46800,0.697692
46900,0.697633
47000,0.697596
47100,0.697367
47200,0.697352
47300,0.697315
47400,0.697152
47500,0.697074
47600,0.697185
47700,0.697233
47800,0.697197
47900,0.697328
48000,0.697458
48100,0.697464
48200,0.697635
48300,0.697578
48400,0.697583
48500,0.697526
48600,0.697428
48700,0.697639
48800,0.697602
48900,0.697485
49000,0.697469
49100,0.697536
49200,0.697561
49300,0.697363
49400,0.697267
49500,0.697374
49600,0.697319
49700,0.697223
49800,0.697189
49900,0.697054
50000,0.696960
50100,0.696986
50200,0.696892
50300,0.696859
50400,0.696806
50500,0.696634
50600,0.696680
50700,0.696765
50800,0.696811
50900,0.696817
51000,0.696667
51100,0.696693
51200,0.696738
51300,0.696764
51400,0.696770
51500,0.696738
51600,0.696609
51700,0.696731
51800,0.696699
51900,0.696455
52000,0.696365
52100,0.696276
52200,0.696456
52300,0.696367
52400,0.696469
52500,0.696533
52600,0.696578
52700,0.696471
52800,0.696515
52900,0.696333
53000,0.696377
53100,0.696384
53200,0.696203
53300,0.696210
53400,0.696217
53500,0.696187
53600,0.696119
53700,0.696052
53800,0.696022
53900,0.696160
54000,0.696333
54100,0.696248
54200,0.696273
54300,0.696298
54400,0.696305
54500,0.696349
54600,0.696300
54700,0.696325
54800,0.696277
54900,0.696284
55000,0.696345
55100,0.696207
55200,0.696341
55300,0.696239
55400,0.696354
55500,0.696216
55600,0.696295
55700,0.696248
55800,0.696219
55900,0.696225
56000,0.696268
56100,0.696328
56200,0.696406
56300,0.696252
56400,0.696259
56500,0.696319
56600,0.696360
56700,0.696384
56800,0.696373
56900,0.696415
57000,0.696368
57100,0.696410
57200,0.696434
57300,0.696335
57400,0.696359
57500,0.696330
57600,0.696267
57700,0.696170
57800,0.696073
57900,0.696252
58000,0.696276
58100,0.696231
58200,0.696203
58300,0.696209
58400,0.696130
58500,0.696034
58600,0.696024
58700,0.696031
58800,0.696037
58900,0.696197
59000,0.696220
59100,0.696294
59200,0.696351
59300,0.696425
59400,0.696515
59500,0.696605
59600,0.696661
59700,0.696667
59800,0.696538
59900,0.696544
60000,0.696517
60100,0.696639
60200,0.696761
60300,0.696750
60400,0.696672
60500,0.696579
60600,0.696469
60700,0.696606
60800,0.696497
60900,0.696502
61000,0.696541
61100,0.696563
61200,0.696585
61300,0.696591
61400,0.696661
61500,0.696780
61600,0.696737
61700,0.696807
61800,0.696812
61900,0.696882
62000,0.696903
62100,0.696989
62200,0.697106
62300,0.697127
62400,0.697163
62500,0.697184
62600,0.697125
62700,0.697209
62800,0.697261
62900,0.697297
63000,0.697238
63100,0.697242
63200,0.697231
63300,0.697330
63400,0.697287
63500,0.697291
63600,0.697358
63700,0.697253
63800,0.697273
63900,0.697246
64000,0.697203
64100,0.697270
64200,0.697212
64300,0.697372
64400,0.697422
64500,0.697349
64600,0.697353
64700,0.697326
64800,0.697145
64900,0.697165
65000,0.697169
65100,0.697312
65200,0.697270
65300,0.697182
65400,0.697141
65500,0.697191
65600,0.697287
65700,0.697336
65800,0.697447
65900,0.697420
66000,0.697455
66100,0.697428
66200,0.697372
66300,0.697406
66400,0.697425
66500,0.697489
66600,0.697538
66700,0.697601
66800,0.697695
66900,0.697713
67000,0.697701
67100,0.697601
67200,0.697589
67300,0.697608
67400,0.697463
67500,0.697526
67600,0.697426
67700,0.697356
67800,0.697316
67900,0.697305
68000,0.697279
68100,0.697372
68200,0.697317
68300,0.697408
68400,0.697412
68500,0.697328
68600,0.697362
68700,0.697380
68800,0.697413
68900,0.697402
69000,0.697348
69100,0.697352
69200,0.697355
69300,0.697359
69400,0.697378
69500,0.697468
69600,0.697529
69700,0.697547
69800,0.697464
69900,0.697396
70000,0.697457
70100,0.697389
70200,0.697365
70300,0.697312
70400,0.697315
70500,0.697348
70600,0.697295
70700,0.697284
70800,0.697331
70900,0.697123
71000,0.697127
71100,0.697089
71200,0.696994
71300,0.696957
71400,0.696989
71500,0.696993
71600,0.696997
71700,0.696890
71800,0.696964
71900,0.697024
72000,0.697097
72100,0.697004
72200,0.696953
72300,0.696999
72400,0.697003
72500,0.697062
72600,0.697190
72700,0.697249
72800,0.697225
72900,0.697270
73000,0.697301
73100,0.697456
73200,0.697541
73300,0.697572
73400,0.697534
73500,0.697388
73600,0.697459
73700,0.697395
73800,0.697371
73900,0.697267
74000,0.697176
74100,0.697220
74200,0.697318
74300,0.697254
74400,0.697137
74500,0.697181
74600,0.697212
74700,0.697242
74800,0.697219
74900,0.697250
75000,0.697360
75100,0.697443
75200,0.697606
75300,0.697570
75400,0.697626
75500,0.697616
75600,0.697672
75700,0.697649
75800,0.697704
75900,0.697708
76000,0.697592
76100,0.697582
76200,0.697585
76300,0.697680
76400,0.697592
76500,0.697595
76600,0.697624
76700,0.697562
76800,0.697604
76900,0.697529
77000,0.697468
77100,0.697458
77200,0.697474
77300,0.697426
77400,0.697455
77500,0.697471
77600,0.697487
77700,0.697516
77800,0.697532
77900,0.697677
78000,0.697705
78100,0.697721
78200,0.697685
78300,0.697650
78400,0.697577
78500,0.697580
78600,0.697519
78700,0.697586
78800,0.697602
78900,0.697567
79000,0.697671
79100,0.697674
79200,0.697639
79300,0.697566
79400,0.697494
79500,0.697535
79600,0.697575
79700,0.697629
79800,0.697619
79900,0.697672
80000,0.697675
80100,0.697790
80200,0.697731
80300,0.697659
80400,0.697637
80500,0.697640
80600,0.697630
80700,0.697509
80800,0.697450
80900,0.697491
81000,0.697506
81100,0.697559
81200,0.697611
81300,0.697577
81400,0.697568
81500,0.697546
81600,0.697549
81700,0.697589
81800,0.697518
81900,0.697509
82000,0.697573
82100,0.697600
82200,0.697482
82300,0.697388
82400,0.697342
82500,0.697333
82600,0.697409
82700,0.697449
82800,0.697415
82900,0.697479
83000,0.697554
83100,0.697581
83200,0.697608
83300,0.697647
83400,0.697602
83500,0.697653
83600,0.697548
83700,0.697479
83800,0.697434
83900,0.697473
84000,0.697476
84100,0.697396
84200,0.697506
84300,0.697485
84400,0.697441
84500,0.697515
84600,0.697400
84700,0.697379
84800,0.697347
84900,0.697350
85000,0.697447
85100,0.697450
85200,0.697441
85300,0.697468
85400,0.697424
85500,0.697345
85600,0.697266
85700,0.697200
85800,0.697214
85900,0.697125
86000,0.697163
86100,0.697085
86200,0.697030
86300,0.697045
86400,0.697025
86500,0.697052
86600,0.697102
86700,0.697128
86800,0.697005
86900,0.696974
87000,0.697046
87100,0.696946
87200,0.696950
87300,0.696919
87400,0.696888
87500,0.696880
87600,0.696872
87700,0.696921
87800,0.696891
87900,0.696917
88000,0.696920
88100,0.696935
88200,0.696973
88300,0.696920
88400,0.696946
88500,0.696994
88600,0.696907
88700,0.696945
88800,0.696937
88900,0.697008
89000,0.697022
89100,0.697082
89200,0.697074
89300,0.697055
89400,0.697081
89500,0.697073
89600,0.697098
89700,0.697146
89800,0.697138
89900,0.697141
90000,0.697078
90100,0.697159
90200,0.697173
90300,0.697165
90400,0.697190
90500,0.697160
90600,0.697119
90700,0.697122
90800,0.697192
90900,0.697283
91000,0.697231
91100,0.697168
91200,0.697270
91300,0.697207
91400,0.697276
91500,0.697235
91600,0.697271
91700,0.697263
91800,0.697179
91900,0.697127
92000,0.697141
92100,0.697123
92200,0.697115
92300,0.697151
92400,0.697143
92500,0.697135
92600,0.697138
92700,0.697077
92800,0.697177
92900,0.697180
93000,0.697172
93100,0.697186
93200,0.697157
93300,0.697074
93400,0.697120
93500,0.697166
93600,0.697126
93700,0.697140
93800,0.697132
93900,0.697071
94000,0.697096
94100,0.697120
94200,0.697102
94300,0.697105
94400,0.697119
94500,0.697069
94600,0.697104
94700,0.697117
94800,0.697184
94900,0.697176
95000,0.697137
95100,0.697234
95200,0.697227
95300,0.697261
95400,0.697285
95500,0.697309
95600,0.697249
95700,0.697315
95800,0.697328
95900,0.697310
96000,0.697365
96100,0.697388
96200,0.697328
96300,0.697342
96400,0.697251
96500,0.697316
96600,0.697308
96700,0.697332
96800,0.697314
96900,0.697358
97000,0.697351
97100,0.697353
97200,0.697469
97300,0.697492
97400,0.697567
97500,0.697569
97600,0.697654
97700,0.697718
97800,0.697802
97900,0.697773
98000,0.697735
98100,0.697747
98200,0.697688
98300,0.697670
98400,0.697642
98500,0.697685
98600,0.697728
98700,0.697751
98800,0.697723
98900,0.697745
99000,0.697687
99100,0.697679
99200,0.697681
99300,0.697734
99400,0.697777
99500,0.697759
99600,0.697731
99700,0.697743
99800,0.697756
99900,0.697748
100000,0.697730
100100,0.697762
100200,0.697745
100300,0.697737
100400,0.697679
100500,0.697642
100600,0.697614
100700,0.697627
100800,0.697688
100900,0.697681
101000,0.697653
101100,0.697656
101200,0.697619
101300,0.697631
101400,0.697653
101500,0.697626
101600,0.697589
101700,0.697591
101800,0.697642
101900,0.697684
102000,0.697696
102100,0.697747
102200,0.697730
102300,0.697722
102400,0.697754
102500,0.697776
102600,0.697778
102700,0.697819
102800,0.697811
102900,0.697784
103000,0.697864
103100,0.697837
103200,0.697800
103300,0.697870
103400,0.697892
103500,0.697913
103600,0.697915
103700,0.697946
103800,0.697996
103900,0.697979
104000,0.698000
104100,0.697944
104200,0.697965
104300,0.697996
104400,0.698008
104500,0.697990
104600,0.697945
104700,0.697975
104800,0.697968
104900,0.697960
105000,0.697990
105100,0.698069
105200,0.698137
105300,0.698072
105400,0.698065
105500,0.698142
105600,0.698191
105700,0.698212
105800,0.698318
105900,0.698281
106000,0.698311
106100,0.698341
106200,0.698456
106300,0.698438
106400,0.698430
106500,0.698394
106600,0.698462
106700,0.698407
106800,0.698436
106900,0.698447
107000,0.698458
107100,0.698609
107200,0.698573
107300,0.698546
107400,0.698557
107500,0.698521
107600,0.698550
107700,0.698505
107800,0.698534
107900,0.698508
108000,0.698500
108100,0.698538
108200,0.698549
108300,0.698569
108400,0.698616
108500,0.698599
108600,0.698610
108700,0.698675
108800,0.698704
108900,0.698696
109000,0.698688
109100,0.698680
109200,0.698663
109300,0.698737
109400,0.698775
109500,0.698712
109600,0.698704
109700,0.698760
109800,0.698770
109900,0.698790
110000,0.698827
110100,0.698719
110200,0.698757
110300,0.698704
110400,0.698786
110500,0.698824
110600,0.698770
110700,0.698771
110800,0.698718
110900,0.698656
111000,0.698613
111100,0.698650
111200,0.698633
111300,0.698518
111400,0.698564
111500,0.698466
111600,0.698423
111700,0.698317
111800,0.698354
111900,0.698338
112000,0.698330
112100,0.698278
112200,0.698271
112300,0.698272
112400,0.698265
112500,0.698240
112600,0.698224
112700,0.698190
112800,0.698218
112900,0.698246
113000,0.698186
113100,0.698258
113200,0.698269
113300,0.698297
113400,0.698254
113500,0.698220
113600,0.698187
113700,0.698206
113800,0.698172
113900,0.698165
114000,0.698175
114100,0.698098
114200,0.698091
114300,0.698040
114400,0.698077
114500,0.698061
114600,0.698098
114700,0.698082
114800,0.698040
114900,0.698007
115000,0.697957
115100,0.698054
115200,0.698099
115300,0.698118
115400,0.698137
115500,0.698199
115600,0.698209
115700,0.698228
115800,0.698282
115900,0.698240
116000,0.698293
116100,0.698260
116200,0.698227
116300,0.698220
116400,0.698222
116500,0.698258
116600,0.698233
116700,0.698218
116800,0.698245
116900,0.698281
117000,0.698265
117100,0.698232
117200,0.698251
117300,0.698278
117400,0.698254
117500,0.698264
117600,0.698257
117700,0.698250
117800,0.698268
117900,0.698278
118000,0.698314
118100,0.698273
118200,0.698257
118300,0.698292
118400,0.698285
118500,0.698262
118600,0.698246
118700,0.698231
118800,0.698232
118900,0.698276
119000,0.698252
119100,0.698245
119200,0.698272
119300,0.698189
119400,0.698157
119500,0.698201
119600,0.698144
119700,0.698137
119800,0.698197
119900,0.698207
120000,0.698183
120100,0.698177
120200,0.698186
120300,0.698196
120400,0.698214
120500,0.698232
120600,0.698234
120700,0.698252
120800,0.698220
120900,0.698106
121000,0.698116
121100,0.698117
121200,0.698177
121300,0.698178
121400,0.698114
121500,0.698181
121600,0.698158
121700,0.698225
121800,0.698227
121900,0.698195
122000,0.698221
122100,0.698247
122200,0.698232
122300,0.698201
122400,0.698145
122500,0.698139
122600,0.698157
122700,0.698183
122800,0.698233
122900,0.698242
123000,0.698195
123100,0.698245
123200,0.698304
123300,0.698224
123400,0.698217
123500,0.698178
123600,0.698212
123700,0.698197
123800,0.698166
123900,0.698192
124000,0.698177
124100,0.698179
124200,0.698213
124300,0.698198
124400,0.698135
124500,0.698169
124600,0.698178
124700,0.698228
124800,0.698253
124900,0.698167
125000,0.698184
125100,0.698185
125200,0.698187
125300,0.698117
125400,0.698086
125500,0.698143
125600,0.698145
125700,0.698091
125800,0.698108
125900,0.698110
126000,0.698103
126100,0.698144
126200,0.698146
126300,0.698155
126400,0.698165
126500,0.698174
126600,0.698096
126700,0.698090
126800,0.698052
126900,0.698061
127000,0.698079
127100,0.698120
127200,0.698153
127300,0.698123
127400,0.698100
127500,0.698078
127600,0.698056
127700,0.698034
127800,0.697981
127900,0.697936
128000,0.697898
128100,0.697877
128200,0.697917
128300,0.697903
128400,0.697850
128500,0.697774
128600,0.697760
128700,0.697762
128800,0.697772
128900,0.697766
129000,0.697783
129100,0.697785
129200,0.697786
129300,0.697749
129400,0.697798
129500,0.697822
129600,0.697816
129700,0.697826
129800,0.697804
129900,0.697814
130000,0.697815
130100,0.697786
130200,0.697803
130300,0.697797
130400,0.697822
130500,0.697793
130600,0.697772
130700,0.697789
130800,0.697798
130900,0.697746
131000,0.697725
131100,0.697689
131200,0.697698
131300,0.697700
131400,0.697732
131500,0.697711
131600,0.697675
131700,0.697737
131800,0.697731
131900,0.697741
132000,0.697674
132100,0.697668
132200,0.697678
132300,0.697672
132400,0.697659
132500,0.697638
132600,0.697640
132700,0.697604
132800,0.697651
132900,0.697652
133000,0.697609
133100,0.697596
133200,0.697613
133300,0.697614
133400,0.697654
133500,0.697663
133600,0.697650
133700,0.697584
133800,0.697586
133900,0.697625
134000,0.697567
134100,0.697547
134200,0.697556
134300,0.697535
134400,0.697567
134500,0.697539
134600,0.697526
134700,0.697580
134800,0.697589
134900,0.697583
135000,0.697615
135100,0.697639
135200,0.697633
135300,0.697635
135400,0.697614
135500,0.697594
135600,0.697588
135700,0.697568
135800,0.697585
135900,0.697564
136000,0.697566
136100,0.697553
136200,0.697511
136300,0.697461
136400,0.697434
136500,0.697399
136600,0.697438
136700,0.697396
136800,0.697368
136900,0.697319
137000,0.697365
137100,0.697367
137200,0.697362
137300,0.697436
137400,0.697460
137500,0.697455
137600,0.697406
137700,0.697451
137800,0.697467
137900,0.697440
138000,0.697420
138100,0.697393
138200,0.697424
138300,0.697426
138400,0.697413
138500,0.697386
138600,0.697359
138700,0.697340
138800,0.697327
138900,0.697343
139000,0.697353
139100,0.697354
139200,0.697342
139300,0.697301
139400,0.697331
139500,0.697283
139600,0.697292
139700,0.697344
139800,0.697339
139900,0.697255
140000,0.697343
140100,0.697338
140200,0.697290
140300,0.697299
140400,0.697286
140500,0.697324
140600,0.697368
140700,0.697406
140800,0.697408
140900,0.697367
141000,0.697383
141100,0.697427
141200,0.697394
141300,0.697466
141400,0.697447
141500,0.697442
141600,0.697479
141700,0.697495
141800,0.697482
141900,0.697477
142000,0.697444
142100,0.697389
142200,0.697454
142300,0.697456
142400,0.697507
142500,0.697502
142600,0.697504
142700,0.697526
142800,0.697528
142900,0.697530
143000,0.697538
143100,0.697505
143200,0.697577
143300,0.697606
143400,0.697601
143500,0.697582
143600,0.697577
143700,0.697599
143800,0.697573
143900,0.697568
144000,0.697569
144100,0.697564
144200,0.697545
144300,0.697540
144400,0.697514
144500,0.697446
144600,0.697448
144700,0.697450
144800,0.697396
144900,0.697426
145000,0.697448
145100,0.697360
145200,0.697362
145300,0.697350
145400,0.697393
145500,0.697436
145600,0.697431
145700,0.697474
145800,0.697490
145900,0.697478
146000,0.697514
146100,0.697515
146200,0.697544
146300,0.697546
146400,0.697548
146500,0.697488
146600,0.697483
146700,0.697457
146800,0.697473
146900,0.697481
147000,0.697449
147100,0.697471
147200,0.697493
147300,0.697495
147400,0.697469
147500,0.697437
147600,0.697459
147700,0.697481
147800,0.697470
147900,0.697451
148000,0.697412
148100,0.697414
148200,0.697422
148300,0.697384
148400,0.697419
148500,0.697407
148600,0.697402
148700,0.697445
148800,0.697386
148900,0.697448
149000,0.697436
149100,0.697344
149200,0.697366
149300,0.697421
149400,0.697430
149500,0.697452
149600,0.697393
149700,0.697348
149800,0.697383
149900,0.697398
150000,0.697373
150100,0.697428
150200,0.697383
150300,0.697365
150400,0.697367
150500,0.697375
150600,0.697331
150700,0.697339
150800,0.697427
150900,0.697343
151000,0.697351
151100,0.697346
151200,0.697374
151300,0.697396
151400,0.697411
151500,0.697459
151600,0.697434
151700,0.697423
151800,0.697437
151900,0.697446
152000,0.697480
152100,0.697495
152200,0.697503
152300,0.697511
152400,0.697513
152500,0.697495
152600,0.697477
152700,0.697505
152800,0.697507
152900,0.697449
153000,0.697373
153100,0.697387
153200,0.697330
153300,0.697326
153400,0.697340
153500,0.697316
153600,0.697344
153700,0.697306
153800,0.697269
153900,0.697277
154000,0.697253
154100,0.697249
154200,0.697309
154300,0.697323
154400,0.697358
154500,0.697379
154600,0.697348
154700,0.697363
154800,0.697371
154900,0.697385
155000,0.697400
155100,0.697427
155200,0.697455
155300,0.697489
155400,0.697471
155500,0.697466
155600,0.697410
155700,0.697412
155800,0.697445
155900,0.697460
156000,0.697474
156100,0.697527
156200,0.697503
156300,0.697447
156400,0.697455
156500,0.697431
156600,0.697433
156700,0.697428
156800,0.697417
156900,0.697425
157000,0.697408
157100,0.697333
157200,0.697360
157300,0.697381
157400,0.697402
157500,0.697384
157600,0.697418
157700,0.697425
157800,0.697459
157900,0.697460
158000,0.697500
158100,0.697464
158200,0.697427
158300,0.697416
158400,0.697418
158500,0.697420
158600,0.697440
158700,0.697404
158800,0.697418
158900,0.697395
159000,0.697390
159100,0.697442
159200,0.697462
159300,0.697401
159400,0.697378
159500,0.697423
159600,0.697444
159700,0.697477
159800,0.697441
159900,0.697455
160000,0.697462
160100,0.697477
160200,0.697491
160300,0.697498
160400,0.697537
160500,0.697539
160600,0.697528
160700,0.697542
160800,0.697562
160900,0.697595
161000,0.697621
161100,0.697623
161200,0.697581
161300,0.697582
161400,0.697571
161500,0.697554
161600,0.697543
161700,0.697514
161800,0.697497
161900,0.697498
162000,0.697494
162100,0.697545
162200,0.697559
162300,0.697560
162400,0.697531
162500,0.697538
162600,0.697534
162700,0.697529
162800,0.697482
162900,0.697459
163000,0.697442
163100,0.697449
163200,0.697475
163300,0.697483
163400,0.697497
163500,0.697505
163600,0.697506
163700,0.697532
163800,0.697497
163900,0.697486
164000,0.697494
164100,0.697459
164200,0.697442
164300,0.697456
164400,0.697470
164500,0.697465
164600,0.697442
164700,0.697401
164800,0.697397
164900,0.697386
165000,0.697376
165100,0.697396
165200,0.697379
165300,0.697399
165400,0.697424
165500,0.697462
165600,0.697446
165700,0.697447
165800,0.697437
165900,0.697420
166000,0.697434
166100,0.697417
166200,0.697371
166300,0.697372
166400,0.697356
166500,0.697315
166600,0.697305
166700,0.697319
166800,0.697320
166900,0.697304
167000,0.697305
167100,0.697313
167200,0.697339
167300,0.697334
167400,0.697336
167500,0.697403
167600,0.697405
167700,0.697388
167800,0.697390
167900,0.697433
168000,0.697440
168100,0.697430
168200,0.697461
168300,0.697469
168400,0.697482
168500,0.697490
168600,0.697503
168700,0.697582
168800,0.697613
168900,0.697638
169000,0.697633
169100,0.697664
169200,0.697677
169300,0.697637
169400,0.697662
169500,0.697640
169600,0.697588
169700,0.697625
169800,0.697615
169900,0.697610
170000,0.697600
170100,0.697519
170200,0.697509
170300,0.697522
170400,0.697500
170500,0.697472
170600,0.697497
170700,0.697522
170800,0.697570
170900,0.697589
171000,0.697602
171100,0.697610
171200,0.697623
171300,0.697624
171400,0.697631
171500,0.697615
171600,0.697628
171700,0.697612
171800,0.697631
171900,0.697667
172000,0.697674
172100,0.697670
172200,0.697648
172300,0.697632
172400,0.697686
172500,0.697722
172600,0.697746
172700,0.697748
172800,0.697749
172900,0.697762
173000,0.697775
173100,0.697787
173200,0.697789
173300,0.697750
173400,0.697745
173500,0.697793
173600,0.697782
173700,0.697795
173800,0.697796
173900,0.697838
174000,0.697822
174100,0.697794
174200,0.697801
174300,0.697831
174400,0.697815
174500,0.697851
174600,0.697875
174700,0.697859
174800,0.697849
