toss,running_p_head
34200,0.500643
34300,0.500758
34400,0.500581
34500,0.500841
34600,0.500636
34700,0.500576
34800,0.500575
34900,0.500716
35000,0.500857
35100,0.500940
35200,0.500909
35300,0.500822
35400,0.500904
35500,0.500789
35600,0.500983
35700,0.501036
35800,0.501034
35900,0.501170
36000,0.501306
36100,0.501302
36200,0.501298
36300,0.501185
36400,0.501099
36500,0.500877
36600,0.500956
36700,0.501144
36800,0.501087
36900,0.501003
37000,0.500919
37100,0.500943
37200,0.500995
37300,0.501126
37400,0.501016
37500,0.500933
37600,0.500957
37700,0.500875
37800,0.501085
37900,0.501082
38000,0.501184
38100,0.501181
38200,0.501283
38300,0.501175
38400,0.500990
38500,0.501325
38600,0.501295
38700,0.501447
38800,0.501443
38900,0.501568
39000,0.501436
39100,0.501535
39200,0.501505
39300,0.501399
39400,0.501269
39500,0.501392
39600,0.501414
39700,0.501436
39800,0.501533
39900,0.501429
40000,0.501525
40100,0.501397
40200,0.501318
40300,0.501241
40400,0.501287
40500,0.501185
40600,0.501010
40700,0.500934
40800,0.500907
40900,0.500831
41000,0.500756
41100,0.500681
41200,0.500704
41300,0.500799
41400,0.500773
41500,0.500578
41600,0.500649
41700,0.500647
41800,0.500837
41900,0.500716
42000,0.500524
42100,0.500570
42200,0.500806
42300,0.500875
42400,0.500825
42500,0.500824
42600,0.500845
42700,0.500609
42800,0.500561
42900,0.500699
43000,0.500651
43100,0.500742
43200,0.500833
43300,0.500808
43400,0.500853
43500,0.500897
43600,0.500780
43700,0.500778
43800,0.500708
43900,0.500592
44000,0.500545
44100,0.500544
44200,0.500407
44300,0.500384
44400,0.500293
44500,0.500517
44600,0.500426
44700,0.500313
44800,0.500313
44900,0.500557
45000,0.500556
45100,0.500532
45200,0.500509
45300,0.500574
45400,0.500639
45500,0.500462
45600,0.500526
45700,0.500416
45800,0.500328
45900,0.500349
46000,0.500261
46100,0.500217
46200,0.500216
46300,0.500151
46400,0.500194
46500,0.500151
46600,0.500064
46700,0.500107
46800,0.500085
46900,0.500107
47000,0.500064
47100,0.499936
47200,0.499958
47300,0.499979
47400,0.500021
47500,0.499937
47600,0.500000
47700,0.500000
47800,0.500021
47900,0.499916
48000,0.499937
48100,0.499896
48200,0.499730
48300,0.499648
48400,0.499442
48500,0.499381
48600,0.499342
48700,0.499220
48800,0.499221
48900,0.499346
49000,0.499306
49100,0.499267
49200,0.499329
49300,0.499290
49400,0.499372
49500,0.499455
49600,0.499556
49700,0.499557
49800,0.499538
49900,0.499699
50000,0.499700
50100,0.499820
50200,0.499900
50300,0.500040
50400,0.500179
50500,0.500178
50600,0.500237
50700,0.500256
50800,0.500433
50900,0.500314
51000,0.500373
51100,0.500372
51200,0.500430
51300,0.500546
51400,0.500603
51500,0.500466
51600,0.500446
51700,0.500542
51800,0.500656
51900,0.500771
52000,0.500904
52100,0.501036
52200,0.501169
52300,0.501243
52400,0.501107
52500,0.501162
52600,0.501179
52700,0.501044
52800,0.500966
52900,0.500832
53000,0.500887
53100,0.500810
53200,0.500695
53300,0.500563
53400,0.500431
53500,0.500467
53600,0.500541
53700,0.500521
53800,0.500372
53900,0.500297
54000,0.500222
54100,0.500129
54200,0.500369
54300,0.500405
54400,0.500386
54500,0.500440
54600,0.500604
54700,0.500475
54800,0.500401
54900,0.500273
55000,0.500364
55100,0.500309
55200,0.500362
55300,0.500307
55400,0.500235
55500,0.500324
55600,0.500432
55700,0.500503
55800,0.500609
55900,0.500841
56000,0.500821
56100,0.500749
56200,0.500836
56300,0.500835
56400,0.500780
56500,0.500655
56600,0.500530
56700,0.500529
56800,0.500458
56900,0.500387
57000,0.500263
57100,0.500210
57200,0.500157
57300,0.499965
57400,0.499948
57500,0.499965
57600,0.499913
57700,0.499983
57800,0.500035
57900,0.500000
58000,0.499828
58100,0.499897
58200,0.499880
58300,0.499931
58400,0.499880
58500,0.500051
58600,0.500171
58700,0.500119
58800,0.500068
58900,0.500085
59000,0.500102
59100,0.500271
59200,0.500304
59300,0.500354
59400,0.500337
59500,0.500403
59600,0.500369
59700,0.500302
59800,0.500234
59900,0.500334
60000,0.500317
60100,0.500133
60200,0.500050
60300,0.500133
60400,0.500050
60500,0.500033
60600,0.499983
60700,0.499984
60800,0.499918
60900,0.500033
61000,0.500016
61100,0.500213
61200,0.500212
61300,0.500098
61400,0.500098
61500,0.500163
61600,0.500227
61700,0.500308
61800,0.500227
61900,0.500210
62000,0.500145
62100,0.500225
62200,0.500354
62300,0.500289
62400,0.500321
62500,0.500336
62600,0.500335
62700,0.500207
62800,0.500255
62900,0.500334
63000,0.500175
63100,0.500158
63200,0.500111
63300,0.500063
63400,0.500284
63500,0.500299
63600,0.500362
63700,0.500440
63800,0.500361
63900,0.500297
64000,0.500313
64100,0.500312
64200,0.500374
64300,0.500358
64400,0.500388
64500,0.500434
64600,0.500495
64700,0.500495
64800,0.500448
64900,0.500478
65000,0.500538
65100,0.500599
65200,0.500660
65300,0.500689
65400,0.500856
65500,0.500855
65600,0.500701
65700,0.500654
65800,0.500623
65900,0.500531
66000,0.500667
66100,0.500681
66200,0.500755
66300,0.500588
66400,0.500678
66500,0.500752
66600,0.500751
66700,0.500765
66800,0.500749
66900,0.500882
67000,0.500836
67100,0.500760
67200,0.500789
67300,0.500847
67400,0.500816
67500,0.500815
67600,0.500828
67700,0.500827
67800,0.500841
67900,0.500943
68000,0.501000
68100,0.501145
68200,0.501246
68300,0.501186
68400,0.501155
68500,0.501153
68600,0.501122
68700,0.501266
68800,0.501279
68900,0.501205
69000,0.501145
69100,0.501114
69200,0.501113
69300,0.501126
69400,0.501081
69500,0.501079
69600,0.501078
69700,0.501105
69800,0.501089
69900,0.501073
70000,0.500929
70100,0.500913
70200,0.500840
70300,0.500811
70400,0.500852
70500,0.500894
70600,0.500963
70700,0.500806
70800,0.500763
70900,0.500818
71000,0.500789
71100,0.500816
71200,0.500688
71300,0.500687
71400,0.500770
71500,0.500699
71600,0.500726
71700,0.500767
71800,0.500696
71900,0.500654
72000,0.500542
72100,0.500485
72200,0.500443
72300,0.500456
72400,0.500470
72500,0.500359
72600,0.500358
72700,0.500289
72800,0.500288
72900,0.500247
73000,0.500247
73100,0.500356
73200,0.500410
73300,0.500450
73400,0.500422
73500,0.500313
73600,0.500313
73700,0.500434
73800,0.500352
73900,0.500352
74000,0.500338
74100,0.500364
74200,0.500391
74300,0.500215
74400,0.500269
74500,0.500242
74600,0.500228
74700,0.500254
74800,0.500174
74900,0.500227
75000,0.500093
75100,0.500120
75200,0.500066
75300,0.500093
75400,0.500013
75500,0.500053
75600,0.500066
75700,0.500106
75800,0.500066
75900,0.500040
76000,0.500092
76100,0.500092
76200,0.500039
76300,0.500013
76400,0.500079
76500,0.500052
76600,0.500078
76700,0.500183
76800,0.500091
76900,0.500104
77000,0.500117
77100,0.500169
77200,0.500246
77300,0.500168
77400,0.500129
77500,0.500155
77600,0.500155
77700,0.500206
77800,0.500296
77900,0.500347
78000,0.500359
78100,0.500333
78200,0.500384
78300,0.500447
78400,0.500548
78500,0.500624
78600,0.500662
78700,0.500712
78800,0.500635
78900,0.500684
79000,0.500646
79100,0.500544
79200,0.500505
79300,0.500517
79400,0.500453
79500,0.500491
79600,0.500452
79700,0.500452
79800,0.500576
79900,0.500563
80000,0.500450
80100,0.500512
80200,0.500599
80300,0.500623
80400,0.500647
80500,0.500745
80600,0.500670
80700,0.500669
80800,0.500644
80900,0.500581
81000,0.500642
81100,0.500592
81200,0.500616
81300,0.500726
81400,0.500651
81500,0.500712
81600,0.500699
81700,0.500796
81800,0.500819
81900,0.500757
82000,0.500732
82100,0.500682
82200,0.500718
82300,0.500741
82400,0.500740
82500,0.500836
82600,0.500872
82700,0.500883
82800,0.500809
82900,0.500832
83000,0.500867
83100,0.500890
83200,0.500986
83300,0.500984
83400,0.501031
83500,0.501018
83600,0.501053
83700,0.501063
83800,0.501146
83900,0.501108
84000,0.501060
84100,0.500987
84200,0.500903
84300,0.500913
84400,0.500912
84500,0.500959
84600,0.500981
84700,0.500909
84800,0.500849
84900,0.500824
85000,0.500824
85100,0.500787
85200,0.500892
85300,0.500950
85400,0.501030
85500,0.500971
85600,0.500993
85700,0.500992
85800,0.501061
85900,0.501036
86000,0.500988
86100,0.500999
86200,0.501009
86300,0.501054
86400,0.501123
86500,0.501110
86600,0.501062
86700,0.501084
86800,0.501129
86900,0.501105
87000,0.501115
87100,0.501102
87200,0.501101
87300,0.501031
87400,0.501076
87500,0.501040
87600,0.501119
87700,0.501083
87800,0.501093
87900,0.501024
88000,0.501045
88100,0.501044
88200,0.501020
88300,0.501053
88400,0.501075
88500,0.501107
88600,0.501050
88700,0.501037
88800,0.500968
88900,0.501001
89000,0.501000
89100,0.500976
89200,0.500942
89300,0.500941
89400,0.500895
89500,0.500804
89600,0.500859
89700,0.500825
89800,0.500791
89900,0.500768
90000,0.500733
90100,0.500677
90200,0.500654
90300,0.500565
90400,0.500686
90500,0.500663
90600,0.500563
90700,0.500540
90800,0.500507
90900,0.500539
91000,0.500560
91100,0.500538
91200,0.500537
91300,0.500515
91400,0.500449
91500,0.500426
91600,0.500524
91700,0.500534
91800,0.500621
91900,0.500598
92000,0.500641
92100,0.500641
92200,0.500618
92300,0.500542
92400,0.500498
92500,0.500486
92600,0.500529
92700,0.500539
92800,0.500474
92900,0.500571
93000,0.500645
93100,0.500591
93200,0.500494
93300,0.500547
93400,0.500471
93500,0.500417
93600,0.500470
93700,0.500384
93800,0.500330
93900,0.500277
94000,0.500223
94100,0.500319
94200,0.500276
94300,0.500201
94400,0.500244
94500,0.500307
94600,0.500349
94700,0.500327
94800,0.500295
94900,0.500274
95000,0.500253
95100,0.500305
95200,0.500158
95300,0.500168
95400,0.500168
95500,0.500188
95600,0.500157
95700,0.500125
95800,0.500052
95900,0.500042
96000,0.499948
96100,0.499948
96200,0.499896
96300,0.499917
96400,0.499969
96500,0.499938
96600,0.500000
96700,0.500031
96800,0.500093
96900,0.500052
97000,0.499959
97100,0.499969
97200,0.499907
97300,0.499908
97400,0.499846
97500,0.499764
97600,0.499693
97700,0.499642
97800,0.499540
97900,0.499479
98000,0.499408
98100,0.499419
98200,0.499379
98300,0.499359
98400,0.499289
98500,0.499259
98600,0.499270
98700,0.499220
98800,0.499291
98900,0.499262
99000,0.499242
99100,0.499334
99200,0.499274
99300,0.499225
99400,0.499225
99500,0.499186
99600,0.499177
99700,0.499127
99800,0.499108
99900,0.499089
100000,0.499080
100100,0.499101
100200,0.499072
100300,0.499103
100400,0.499143
100500,0.499104
100600,0.499145
100700,0.499136
100800,0.499087
100900,0.499128
101000,0.499089
101100,0.499090
101200,0.499121
101300,0.499181
101400,0.499172
101500,0.499172
101600,0.499173
101700,0.499204
101800,0.499234
101900,0.499235
102000,0.499196
102100,0.499177
102200,0.499188
102300,0.499110
102400,0.499063
102500,0.499063
102600,0.499133
102700,0.499182
102800,0.499134
102900,0.499077
103000,0.499039
103100,0.499146
103200,0.499089
103300,0.499119
103400,0.499149
103500,0.499121
103600,0.499073
103700,0.499103
103800,0.499056
103900,0.498999
104000,0.499019
104100,0.499107
104200,0.499107
104300,0.499099
104400,0.499109
104500,0.499148
104600,0.499159
104700,0.499140
104800,0.499141
104900,0.499180
105000,0.499238
105100,0.499201
105200,0.499154
105300,0.499126
105400,0.499137
105500,0.499100
105600,0.499129
105700,0.499186
105800,0.499225
105900,0.499235
106000,0.499236
106100,0.499208
106200,0.499209
106300,0.499135
106400,0.499126
106500,0.499146
106600,0.499193
106700,0.499166
106800,0.499167
106900,0.499177
107000,0.499131
107100,0.499132
107200,0.499058
107300,0.498975
107400,0.498966
107500,0.498949
107600,0.498913
107700,0.498877
107800,0.498850
107900,0.498832
108000,0.498796
108100,0.498779
108200,0.498734
108300,0.498726
108400,0.498653
108500,0.498710
108600,0.498729
108700,0.498740
108800,0.498778
108900,0.498742
109000,0.498706
109100,0.498671
109200,0.498571
109300,0.498646
109400,0.498656
109500,0.498685
109600,0.498704
109700,0.498660
109800,0.498597
109900,0.498608
110000,0.498609
110100,0.498547
110200,0.498539
110300,0.498531
110400,0.498415
110500,0.498416
110600,0.498391
110700,0.498473
110800,0.498493
110900,0.498476
111000,0.498550
111100,0.498605
111200,0.498588
111300,0.498679
111400,0.498680
111500,0.498610
111600,0.498584
111700,0.498541
111800,0.498515
111900,0.498418
112000,0.498464
112100,0.498501
112200,0.498574
112300,0.498557
112400,0.498603
112500,0.498676
112600,0.498686
112700,0.498651
112800,0.498741
112900,0.498716
113000,0.498646
113100,0.498674
113200,0.498719
113300,0.498729
113400,0.498757
113500,0.498705
113600,0.498680
113700,0.498734
113800,0.498787
113900,0.498771
114000,0.498798
114100,0.498843
114200,0.498853
114300,0.498810
114400,0.498776
114500,0.498795
114600,0.498874
114700,0.498849
114800,0.498807
114900,0.498782
115000,0.498817
115100,0.498888
115200,0.498924
115300,0.498864
115400,0.498882
115500,0.498831
115600,0.498867
115700,0.498963
115800,0.498946
115900,0.498965
116000,0.498991
116100,0.499027
116200,0.498967
116300,0.498882
116400,0.498952
116500,0.499004
116600,0.499065
116700,0.499032
116800,0.498973
116900,0.498888
117000,0.498829
117100,0.498830
117200,0.498814
117300,0.498824
117400,0.498918
117500,0.498945
117600,0.498878
117700,0.498836
117800,0.498896
117900,0.498923
118000,0.498881
118100,0.498899
118200,0.498875
118300,0.498884
118400,0.498894
118500,0.498895
118600,0.498921
118700,0.498896
118800,0.498923
118900,0.498923
119000,0.498908
119100,0.498917
119200,0.498884
119300,0.498885
119400,0.498903
119500,0.498854
119600,0.498813
119700,0.498797
119800,0.498815
119900,0.498774
120000,0.498783
120100,0.498784
120200,0.498794
120300,0.498770
120400,0.498729
120500,0.498772
120600,0.498798
120700,0.498832
120800,0.498791
120900,0.498842
121000,0.498810
121100,0.498827
121200,0.498886
121300,0.498796
121400,0.498797
121500,0.498864
121600,0.498865
121700,0.498792
121800,0.498736
121900,0.498745
122000,0.498820
122100,0.498821
122200,0.498879
122300,0.498823
122400,0.498897
122500,0.498922
122600,0.498940
122700,0.498949
122800,0.498933
122900,0.498918
123000,0.498870
123100,0.498855
123200,0.498823
123300,0.498808
123400,0.498801
123500,0.498923
123600,0.498940
123700,0.498998
123800,0.499055
123900,0.499112
124000,0.499137
124100,0.499122
124200,0.499147
124300,0.499139
124400,0.499124
124500,0.499197
124600,0.499197
124700,0.499310
124800,0.499319
124900,0.499303
125000,0.499304
125100,0.499353
125200,0.499353
125300,0.499274
125400,0.499211
125500,0.499219
125600,0.499220
125700,0.499220
125800,0.499181
125900,0.499174
126000,0.499222
126100,0.499223
126200,0.499184
126300,0.499129
126400,0.499153
126500,0.499138
126600,0.499202
126700,0.499148
126800,0.499125
126900,0.499110
127000,0.499102
127100,0.499056
127200,0.499088
127300,0.499097
127400,0.499184
127500,0.499129
127600,0.499122
127700,0.499146
127800,0.499116
127900,0.499093
128000,0.499102
128100,0.499055
128200,0.499041
128300,0.498987
128400,0.499034
128500,0.499035
128600,0.499082
128700,0.499091
128800,0.499138
128900,0.499131
129000,0.499194
129100,0.499202
129200,0.499172
129300,0.499172
129400,0.499212
129500,0.499212
129600,0.499174
129700,0.499167
129800,0.499237
129900,0.499215
130000,0.499246
130100,0.499193
130200,0.499178
130300,0.499240
130400,0.499210
130500,0.499195
130600,0.499127
130700,0.499112
130800,0.499113
130900,0.499099
131000,0.499061
131100,0.499008
131200,0.498963
131300,0.499018
131400,0.499049
131500,0.499019
131600,0.498974
131700,0.498983
131800,0.498998
131900,0.498999
132000,0.499023
132100,0.498993
132200,0.498971
132300,0.498851
132400,0.498837
132500,0.498830
132600,0.498891
132700,0.498900
132800,0.498878
132900,0.498894
133000,0.498865
133100,0.498858
133200,0.498896
133300,0.498920
133400,0.498928
133500,0.498989
133600,0.498997
133700,0.498938
133800,0.498871
133900,0.498798
134000,0.498769
134100,0.498747
134200,0.498696
134300,0.498667
134400,0.498646
134500,0.498595
134600,0.498559
134700,0.498523
134800,0.498524
134900,0.498488
135000,0.498452
135100,0.498416
135200,0.498417
135300,0.498404
135400,0.498427
135500,0.498465
135600,0.498429
135700,0.498401
135800,0.498446
135900,0.498477
136000,0.498456
136100,0.498435
136200,0.498451
136300,0.498467
136400,0.498468
136500,0.498447
136600,0.498433
136700,0.498413
136800,0.498333
136900,0.498371
137000,0.498387
137100,0.498476
137200,0.498484
137300,0.498456
137400,0.498479
137500,0.498465
137600,0.498488
137700,0.498417
137800,0.498338
137900,0.498383
138000,0.498348
138100,0.498298
138200,0.498321
138300,0.498272
138400,0.498295
138500,0.498303
138600,0.498304
138700,0.498298
138800,0.498285
138900,0.498272
139000,0.498230
139100,0.498231
139200,0.498305
139300,0.498263
139400,0.498271
139500,0.498265
139600,0.498259
139700,0.498246
139800,0.498283
139900,0.498270
140000,0.498250
140100,0.498244
140200,0.498231
140300,0.498275
140400,0.498234
140500,0.498228
140600,0.498300
140700,0.498344
140800,0.498374
140900,0.498346
141000,0.498340
141100,0.498363
141200,0.498329
141300,0.498351
141400,0.498345
141500,0.498318
141600,0.498291
141700,0.498306
141800,0.498293
141900,0.498217
142000,0.498162
142100,0.498156
142200,0.498150
142300,0.498117
142400,0.498132
142500,0.498112
142600,0.498072
142700,0.498073
142800,0.498074
142900,0.498069
143000,0.498042
143100,0.498043
143200,0.498066
143300,0.498074
143400,0.498103
143500,0.498146
143600,0.498113
143700,0.498135
143800,0.498115
143900,0.498165
144000,0.498194
144100,0.498230
144200,0.498211
144300,0.498226
144400,0.498186
144500,0.498159
144600,0.498154
144700,0.498189
144800,0.498142
144900,0.498157
145000,0.498159
145100,0.498208
145200,0.498216
145300,0.498217
145400,0.498143
145500,0.498179
145600,0.498249
145700,0.498216
145800,0.498203
145900,0.498259
146000,0.498247
146100,0.498255
146200,0.498311
146300,0.498305
146400,0.498272
146500,0.498273
146600,0.498226
146700,0.498262
146800,0.498277
146900,0.498325
147000,0.498347
147100,0.498382
147200,0.498363
147300,0.498371
147400,0.498379
147500,0.498427
147600,0.498415
147700,0.498355
147800,0.498349
147900,0.498296
148000,0.498277
148100,0.498244
148200,0.498286
148300,0.498267
148400,0.498282
148500,0.498310
148600,0.498331
148700,0.498346
148800,0.498360
148900,0.498328
149000,0.498389
149100,0.498343
149200,0.498311
149300,0.498326
149400,0.498313
149500,0.498348
149600,0.498329
149700,0.498350
149800,0.498338
149900,0.498339
150000,0.498367
150100,0.498401
150200,0.498402
150300,0.498410
150400,0.498364
150500,0.498346
150600,0.498393
150700,0.498374
150800,0.498355
150900,0.498363
151000,0.498344
151100,0.498385
151200,0.498380
151300,0.498414
151400,0.498441
151500,0.498482
151600,0.498463
151700,0.498497
151800,0.498498
151900,0.498473
152000,0.498375
152100,0.498402
152200,0.498403
152300,0.498411
152400,0.498425
152500,0.498452
152600,0.498414
152700,0.498396
152800,0.498397
152900,0.498391
153000,0.498458
153100,0.498472
153200,0.498479
153300,0.498454
153400,0.498409
153500,0.498456
153600,0.498457
153700,0.498432
153800,0.498407
153900,0.498441
154000,0.498429
154100,0.498436
154200,0.498457
154300,0.498464
154400,0.498420
154500,0.498427
154600,0.498480
154700,0.498507
154800,0.498592
154900,0.498599
155000,0.498613
155100,0.498627
155200,0.498647
155300,0.498609
155400,0.498623
155500,0.498617
155600,0.498612
155700,0.498587
155800,0.498582
155900,0.498563
156000,0.498545
156100,0.498578
156200,0.498572
156300,0.498535
156400,0.498529
156500,0.498486
156600,0.498506
156700,0.498494
156800,0.498508
156900,0.498470
157000,0.498433
157100,0.498434
157200,0.498403
157300,0.498411
157400,0.498393
157500,0.498394
157600,0.498401
157700,0.498472
157800,0.498530
157900,0.498531
158000,0.498513
158100,0.498488
158200,0.498489
158300,0.498509
158400,0.498535
158500,0.498543
158600,0.498575
158700,0.498582
158800,0.498602
158900,0.498590
159000,0.498560
159100,0.498592
159200,0.498606
159300,0.498519
159400,0.498494
159500,0.498451
159600,0.498503
159700,0.498528
159800,0.498548
159900,0.498574
160000,0.498575
160100,0.498582
160200,0.498577
160300,0.498565
160400,0.498566
160500,0.498536
160600,0.498537
160700,0.498531
160800,0.498576
160900,0.498558
161000,0.498584
161100,0.498597
161200,0.498592
161300,0.498679
161400,0.498612
161500,0.498656
161600,0.498626
161700,0.498695
161800,0.498696
161900,0.498697
162000,0.498704
162100,0.498711
162200,0.498711
162300,0.498786
162400,0.498756
162500,0.498745
162600,0.498752
162700,0.498728
162800,0.498716
162900,0.498785
163000,0.498810
163100,0.498835
163200,0.498830
163300,0.498873
163400,0.498856
163500,0.498875
163600,0.498881
163700,0.498894
163800,0.498895
163900,0.498883
164000,0.498884
164100,0.498885
164200,0.498873
164300,0.498874
164400,0.498826
164500,0.498802
164600,0.498809
164700,0.498774
164800,0.498774
164900,0.498866
165000,0.498873
165100,0.498867
165200,0.498886
165300,0.498887
165400,0.498863
165500,0.498864
165600,0.498883
165700,0.498914
165800,0.498938
165900,0.498909
166000,0.498849
166100,0.498850
166200,0.498893
166300,0.498900
166400,0.498882
166500,0.498889
166600,0.498884
166700,0.498830
166800,0.498837
166900,0.498838
167000,0.498868
167100,0.498893
167200,0.498894
167300,0.498960
167400,0.498996
167500,0.498997
167600,0.498956
167700,0.498968
167800,0.498999
167900,0.499047
168000,0.499060
168100,0.499042
168200,0.499084
168300,0.499067
168400,0.499056
168500,0.499110
168600,0.499122
168700,0.499111
168800,0.499141
168900,0.499124
169000,0.499077
169100,0.499060
169200,0.499108
169300,0.499108
169400,0.499115
169500,0.499109
169600,0.499104
169700,0.499075
169800,0.498999
169900,0.498988
170000,0.498988
170100,0.498930
170200,0.498937
170300,0.498937
170400,0.498908
170500,0.498886
170600,0.498834
170700,0.498864
170800,0.498858
170900,0.498748
171000,0.498737
171100,0.498790
171200,0.498773
171300,0.498768
171400,0.498792
171500,0.498770
171600,0.498805
171700,0.498824
171800,0.498795
171900,0.498784
172000,0.498831
172100,0.498832
172200,0.498850
172300,0.498828
172400,0.498863
172500,0.498846
172600,0.498835
172700,0.498813
172800,0.498854
172900,0.498837
173000,0.498850
173100,0.498868
173200,0.498886
173300,0.498875
173400,0.498870
173500,0.498905
173600,0.498906
173700,0.498866
173800,0.498838
173900,0.498838
174000,0.498856
174100,0.498845
174200,0.498881
174300,0.498841
174400,0.498773
174500,0.498768
174600,0.498763
174700,0.498786
174800,0.498799
